project_id,project_name,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,gc_name,architect,engineer_of_record,original_duration_days,project_type,sov_total_scheduled_value,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,total_estimated_cost,total_cos,approved_cos,rejected_cos,total_co_value,approved_co_value,rejected_co_value,upstream_design_cos,co_rejection_rate_pct,upstream_design_co_pct,revised_contract_value,builtin_margin_usd,builtin_margin_pct
PRJ-2021-275,Las Vegas Residential Tower - HVAC Systems,17258000,2021-03-28,2021-11-09,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,226,Medium,17258000,8055200,3552800,3972400,1112200,16692600,5,4,1,1155600,871700,283900.0,1.0,20.0,20.0,18129700,565400,3.28
PRJ-2021-276,Columbus Regional Medical Center - HVAC Upgrade,39364000,2021-03-19,2022-11-09,0.1,Net 30,JE Dunn,Perkins&Will,WSP,600,Large,39364000,21634900,8999000,10217900,3039700,43891500,11,6,5,4557900,3466500,1091400.0,2.0,45.5,18.2,42830500,-4527500,-11.5
PRJ-2021-277,Houston Business Center - MEP Systems,11417000,2021-02-06,2021-10-18,0.1,Net 30,Turner Construction,Perkins&Will,WSP,254,Medium,11417000,5203000,2362900,2752300,578100,10896300,6,5,1,804700,703500,101200.0,2.0,16.7,33.3,12120500,520700,4.56
PRJ-2021-278,Boston Middle School - HVAC Systems,7335000,2021-01-26,2022-06-17,0.1,Net 30,Skanska USA,Gensler,ARUP,507,Medium,7335000,4087700,1610400,1746100,463800,7908000,9,6,3,1066600,743400,323200.0,6.0,33.3,66.7,8078400,-573000,-7.81
PRJ-2021-279,Baltimore Data Center - Precision Cooling Systems,6492000,2021-02-19,2022-05-08,0.1,Net 30,JE Dunn,Perkins&Will,Syska Hennessy,443,Medium,6492000,3352500,1254900,1391600,433400,6432400,8,8,0,751700,751700,,2.0,0.0,25.0,7243700,59600,0.92
PRJ-2021-280,Denver Apartment Complex - MEP,17061000,2021-01-05,2023-01-10,0.1,Net 30,Turner Construction,HOK,WSP,735,Medium,17061000,7947900,3467500,3448700,906500,15770600,11,8,3,1747600,795500,952100.0,1.0,27.3,9.1,17856500,1290400,7.56
PRJ-2021-281,Houston Regional Medical Center - HVAC Upgrade,43539000,2021-02-17,2022-03-22,0.1,Net 30,JE Dunn,Gensler,AEI,398,Large,43539000,20921300,10132500,11418500,2959200,45431500,9,6,3,5151700,3465600,1686100.0,3.0,33.3,33.3,47004600,-1892500,-4.35
PRJ-2021-282,Louisville Corporate Campus - HVAC Systems,20659000,2021-03-04,2022-09-01,0.1,Net 30,Skanska USA,SmithGroup,WSP,546,Large,20659000,10085800,4364400,4770500,1081700,20302400,11,6,5,3579100,2618800,960300.0,2.0,45.5,18.2,23277800,356600,1.73
PRJ-2021-283,Richmond High School - New Construction,3010000,2021-01-11,2022-09-14,0.1,Net 30,Skanska USA,Gensler,Syska Hennessy,611,Small,3010000,1507600,580700,685900,153400,2927600,10,10,0,287300,287300,,2.0,0.0,20.0,3297300,82400,2.74
PRJ-2021-284,Richmond Cloud Campus Phase 1 - Cooling,6507000,2021-02-27,2022-05-21,0.1,Net 30,Turner Construction,SmithGroup,WSP,448,Medium,6507000,2912500,1205600,1576600,350300,6045000,6,5,1,207200,90900,116300.0,1.0,16.7,16.7,6597900,462000,7.1
PRJ-2021-285,Atlanta Mixed-Income Housing - Climate Control,6250000,2021-03-12,2022-05-26,0.1,Net 30,Mortenson,SmithGroup,AEI,440,Medium,6250000,2952000,1213500,1475900,376400,6017800,11,7,4,1134000,678300,455700.0,2.0,36.4,18.2,6928300,232200,3.72
PRJ-2021-286,Chicago Hospital - Mechanical Systems Renovation,33113000,2021-01-12,2022-08-09,0.1,Net 30,JE Dunn,Gensler,AEI,574,Large,33113000,17712000,7432500,8054900,1881200,35080600,11,11,0,4508600,4508600,,4.0,0.0,36.4,37621600,-1967600,-5.94
PRJ-2021-287,Minneapolis Corporate Campus - HVAC Systems,9202000,2021-02-28,2021-11-17,0.1,Net 30,Mortenson,HKS,Syska Hennessy,262,Medium,9202000,4154300,1688800,2072400,555700,8471200,6,5,1,209000,85300,123700.0,2.0,16.7,33.3,9287300,730800,7.94
PRJ-2021-288,Indianapolis Unified School District - HVAC Modernization,9948000,2021-01-23,2022-08-23,0.1,Net 30,Mortenson,SmithGroup,Syska Hennessy,577,Medium,9948000,5236100,2319500,2834900,593700,10984200,11,5,6,1572300,925600,646700.0,1.0,54.5,9.1,10873600,-1036200,-10.42
PRJ-2021-289,Pittsburgh Data Center - Precision Cooling Systems,18201000,2021-04-01,2023-04-28,0.1,Net 30,DPR Construction,SmithGroup,Syska Hennessy,757,Medium,18201000,8602700,3585700,3902500,981000,17071900,17,15,2,4456800,4334500,122300.0,5.0,11.8,29.4,22535500,1129100,6.2
PRJ-2021-290,Phoenix Mixed-Income Housing - Climate Control,17033000,2021-01-06,2022-03-11,0.1,Net 30,Turner Construction,HKS,Henderson Engineers,429,Medium,17033000,9316500,4290000,3701800,980000,18288300,14,10,4,3119400,1953200,1166200.0,7.0,28.6,50.0,18986200,-1255300,-7.37
PRJ-2021-291,Columbus Hospital - Mechanical Systems Renovation,26365000,2021-02-19,2022-09-06,0.1,Net 30,JE Dunn,SmithGroup,Henderson Engineers,564,Large,26365000,14448200,6198400,5668600,1839500,28154700,13,8,5,3406000,2255400,1150600.0,3.0,38.5,23.1,28620400,-1789700,-6.79
PRJ-2021-292,Chicago Corporate Campus - HVAC Systems,13023000,2021-01-05,2023-01-23,0.1,Net 30,Turner Construction,Perkins&Will,WSP,748,Medium,13023000,6778000,2673500,3972500,765600,14189600,20,16,4,3270200,2572500,697700.0,3.0,20.0,15.0,15595500,-1166600,-8.96
PRJ-2021-293,Kansas City Elementary Campus - Climate Systems,8829000,2021-02-02,2022-11-04,0.1,Net 30,Turner Construction,Perkins&Will,ARUP,640,Medium,8829000,4355600,1832200,2164000,495400,8847200,11,9,2,1469900,1314600,155300.0,3.0,18.2,27.3,10143600,-18200,-0.21
PRJ-2021-294,Pittsburgh Colocation Facility - HVAC,8748000,2021-03-03,2023-07-05,0.1,Net 30,Mortenson,HOK,WSP,854,Medium,8748000,4036800,1624400,2067700,456300,8185200,11,7,4,1719400,1019900,699500.0,4.0,36.4,36.4,9767900,562800,6.43
PRJ-2021-295,Sacramento Apartment Complex - MEP,8337000,2021-02-17,2023-02-03,0.1,Net 30,Mortenson,SmithGroup,WSP,716,Medium,8337000,4330200,1799300,1867300,546600,8543400,16,15,1,1126500,1012100,114400.0,5.0,6.2,31.2,9349100,-206400,-2.48
PRJ-2021-296,Richmond Hospital - Mechanical Systems Renovation,41720000,2021-01-28,2022-11-20,0.1,Net 30,Skanska USA,Gensler,ARUP,661,Large,41720000,21796300,8680900,10552300,2536000,43565500,10,6,4,6507400,4658000,1849400.0,3.0,40.0,30.0,46378000,-1845500,-4.42
PRJ-2021-297,Kansas City Business Center - MEP Systems,30058000,2021-02-23,2022-01-15,0.1,Net 30,DPR Construction,Gensler,WSP,326,Large,30058000,15866400,6615100,8248900,1977400,32707800,11,10,1,1909000,1554200,354800.0,2.0,9.1,18.2,31612200,-2649800,-8.82
PRJ-2021-298,San Antonio High School - New Construction,11208000,2021-01-23,2022-08-25,0.1,Net 30,Turner Construction,Perkins&Will,AEI,579,Medium,11208000,5635900,2249200,2883000,664100,11432200,12,11,1,2020000,1731000,289000.0,3.0,8.3,25.0,12939000,-224200,-2.0
PRJ-2021-299,Boston Colocation Facility - HVAC,8616000,2021-01-14,2022-05-29,0.1,Net 30,JE Dunn,HOK,WSP,500,Medium,8616000,4959400,1886200,2170000,596200,9611800,9,7,2,983800,852800,131000.0,2.0,22.2,22.2,9468800,-995800,-11.56
PRJ-2021-300,Minneapolis Senior Living - HVAC Upgrade,12081000,2021-03-06,2021-11-07,0.1,Net 30,Turner Construction,HOK,AEI,246,Medium,12081000,6223800,2503900,3276000,839600,12843300,4,3,1,1211900,772100,439800.0,1.0,25.0,25.0,12853100,-762300,-6.31
PRJ-2021-301,Richmond Regional Medical Center - HVAC Upgrade,10245000,2021-01-14,2022-07-24,0.1,Net 30,Turner Construction,Perkins&Will,AEI,556,Medium,10245000,4883000,2035300,2365000,615900,9899200,8,3,5,1097200,452300,644900.0,1.0,62.5,12.5,10697300,345800,3.38
PRJ-2021-302,Pittsburgh Mixed-Use Tower - Mechanical,10296000,2021-01-30,2022-01-21,0.1,Net 30,Turner Construction,SmithGroup,AEI,356,Medium,10296000,5392600,2304900,2847400,569800,11114700,4,2,2,922900,559200,363700.0,2.0,50.0,50.0,10855200,-818700,-7.95
PRJ-2021-303,Nashville Unified School District - HVAC Modernization,9518000,2021-01-27,2023-02-07,0.1,Net 30,Mortenson,HKS,Syska Hennessy,741,Medium,9518000,4775900,2013900,1968100,540700,9298600,12,6,6,1208700,497500,711200.0,3.0,50.0,25.0,10015500,219400,2.31
PRJ-2021-304,Tampa Edge Data Center - Thermal Management,4796000,2021-03-19,2022-03-12,0.1,Net 30,Mortenson,Gensler,WSP,358,Small,4796000,2287800,872400,1194300,275600,4630100,10,9,1,703900,727300,-23400.0,4.0,10.0,40.0,5523300,165900,3.46
PRJ-2021-305,Albuquerque Senior Living - HVAC Upgrade,7776000,2021-03-01,2022-11-21,0.1,Net 30,Skanska USA,HOK,AEI,630,Medium,7776000,3930900,1576900,1781100,517500,7806400,18,16,2,1605300,1490600,114700.0,6.0,11.1,33.3,9266600,-30400,-0.39
PRJ-2021-306,Raleigh Regional Medical Center - HVAC Upgrade,38835000,2021-01-16,2022-09-14,0.1,Net 30,Turner Construction,HOK,Syska Hennessy,606,Large,38835000,20097700,8276200,8568100,2188600,39130600,12,11,1,7431500,7569000,-137500.0,1.0,8.3,8.3,46404000,-295600,-0.76
PRJ-2021-307,Columbus Mixed-Use Tower - Mechanical,31171000,2021-04-01,2022-06-12,0.1,Net 30,Turner Construction,HKS,ARUP,437,Large,31171000,15402700,6209900,8584000,1720300,31916900,10,6,4,5142400,3780800,1361600.0,3.0,40.0,30.0,34951800,-745900,-2.39
PRJ-2021-308,Phoenix Middle School - HVAC Systems,11781000,2021-01-06,2023-02-23,0.1,Net 30,DPR Construction,HOK,AEI,778,Medium,11781000,5989200,2447000,2936000,700200,12072400,18,13,5,3235100,2676700,558400.0,4.0,27.8,22.2,14457700,-291400,-2.47
PRJ-2021-309,Portland Colocation Facility - HVAC,22317000,2021-02-23,2023-05-20,0.1,Net 30,Turner Construction,HKS,Henderson Engineers,816,Large,22317000,11632600,4983000,6119800,1571600,24307000,16,11,5,4329900,3112900,1217000.0,2.0,31.2,12.5,25429900,-1990000,-8.92
PRJ-2021-310,Las Vegas Senior Living - HVAC Upgrade,22291000,2021-01-19,2022-01-05,0.1,Net 30,Mortenson,Gensler,AEI,351,Large,22291000,10518800,4085600,6108300,1309100,22021800,6,5,1,1875100,1952600,-77500.0,,16.7,0.0,24243600,269200,1.21
PRJ-2021-311,Salt Lake City Regional Medical Center - HVAC Upgrade,29341000,2021-02-13,2022-04-24,0.1,Net 30,Turner Construction,HOK,AEI,435,Large,29341000,15056200,6620500,7269800,1583900,30530400,11,11,0,2615100,2615100,,4.0,0.0,36.4,31956100,-1189400,-4.05
PRJ-2021-312,Las Vegas Mixed-Use Tower - Mechanical,12270000,2021-01-01,2022-07-26,0.1,Net 30,JE Dunn,Gensler,Henderson Engineers,571,Medium,12270000,6278300,2501100,2869400,731500,12380300,11,9,2,2082400,2175700,-93300.0,2.0,18.2,18.2,14445700,-110300,-0.9
PRJ-2021-313,Louisville Middle School - HVAC Systems,5695000,2021-02-19,2021-11-17,0.1,Net 30,Mortenson,HKS,Henderson Engineers,271,Medium,5695000,2710800,1065100,1498800,360300,5635000,6,5,1,455900,332500,123400.0,2.0,16.7,33.3,6027500,60000,1.05
PRJ-2021-314,Tampa Data Center - Precision Cooling Systems,6447000,2021-01-11,2022-04-06,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,450,Medium,6447000,3539400,1378500,1589700,402800,6910400,11,10,1,953000,889100,63900.0,4.0,9.1,36.4,7336100,-463400,-7.19
PRJ-2021-315,Baltimore Mixed-Income Housing - Climate Control,5465000,2021-03-31,2023-06-19,0.1,Net 30,Skanska USA,Gensler,WSP,810,Medium,5465000,2986700,1071400,1319200,309400,5686700,13,12,1,1059600,888300,171300.0,3.0,7.7,23.1,6353300,-221700,-4.06
PRJ-2021-316,Portland Medical Campus - New HVAC Installation,32547000,2021-03-22,2022-09-26,0.1,Net 30,DPR Construction,Perkins&Will,Syska Hennessy,553,Large,32547000,15386700,6091200,6533800,1512400,29524100,7,5,2,2885900,2062100,823800.0,2.0,28.6,28.6,34609100,3022900,9.29
PRJ-2021-317,Salt Lake City Corporate Campus - HVAC Systems,3616000,2021-01-21,2021-08-30,0.1,Net 30,JE Dunn,Perkins&Will,AEI,221,Small,3616000,1900100,771700,968800,227100,3867700,3,2,1,8300,-8600,16900.0,1.0,33.3,33.3,3607400,-251700,-6.96
PRJ-2021-318,Boston Middle School - HVAC Systems,2373000,2021-03-14,2022-08-19,0.1,Net 30,Mortenson,Gensler,Henderson Engineers,523,Small,2373000,1141400,469100,561500,108200,2280200,11,8,3,294800,200700,94100.0,3.0,27.3,27.3,2573700,92800,3.91
PRJ-2021-319,Nashville Colocation Facility - HVAC,8085000,2021-01-12,2022-04-24,0.1,Net 30,Mortenson,HOK,ARUP,467,Medium,8085000,4234600,1809800,1963200,407400,8415000,12,9,3,1401400,1155700,245700.0,2.0,25.0,16.7,9240700,-330000,-4.08
PRJ-2021-320,Raleigh Apartment Complex - MEP,22790000,2021-01-24,2023-05-19,0.1,Net 30,DPR Construction,Gensler,WSP,845,Large,22790000,11805900,4644400,5941500,1479400,23871200,11,11,0,2309000,2309000,,1.0,0.0,9.1,25099000,-1081200,-4.74
PRJ-2022-321,Cincinnati Regional Medical Center - HVAC Upgrade,27273000,2022-02-11,2023-05-10,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,453,Large,27273000,13130500,5343400,6606000,1419900,26499800,10,9,1,3693900,3041300,652600.0,2.0,10.0,20.0,30314300,773200,2.84
PRJ-2022-322,Kansas City Corporate Campus - HVAC Systems,4371000,2022-02-19,2024-05-18,0.1,Net 30,Mortenson,SmithGroup,ARUP,819,Small,4371000,1664800,687600,792800,225400,3370600,17,16,1,523800,547500,-23700.0,5.0,5.9,29.4,4918500,1000400,22.89
PRJ-2022-323,Indianapolis Unified School District - HVAC Modernization,6565000,2022-01-19,2022-12-04,0.1,Net 30,Mortenson,Perkins&Will,AEI,319,Medium,6565000,3230900,1298100,1574500,359600,6463100,9,7,2,896500,801800,94700.0,1.0,22.2,11.1,7366800,101900,1.55
PRJ-2022-324,Houston Colocation Facility - HVAC,5373000,2022-01-01,2023-04-26,0.1,Net 30,JE Dunn,Perkins&Will,AEI,480,Medium,5373000,2727100,1143900,1444700,363200,5678900,12,8,4,878300,735200,143100.0,7.0,33.3,58.3,6108200,-305900,-5.69
PRJ-2022-325,Minneapolis Apartment Complex - MEP,4398000,2022-03-21,2023-12-11,0.1,Net 30,Mortenson,HOK,ARUP,630,Small,4398000,2488600,924900,1204500,289800,4907800,16,11,5,964900,670700,294200.0,3.0,31.2,18.8,5068700,-509800,-11.59
PRJ-2022-326,Kansas City Hospital - Mechanical Systems Renovation,4754000,2022-02-06,2023-06-26,0.1,Net 30,Turner Construction,Gensler,AEI,505,Small,4754000,2653300,1055200,1011100,290300,5009900,6,4,2,163600,275200,-111600.0,1.0,33.3,16.7,5029200,-255900,-5.38
PRJ-2022-327,Salt Lake City Office Park - Core & Shell MEP,29520000,2022-02-10,2024-04-02,0.1,Net 30,Turner Construction,HOK,Henderson Engineers,782,Large,29520000,16066400,6122300,6975900,2128700,31293300,12,7,5,4403500,2653200,1750300.0,4.0,41.7,33.3,32173200,-1773300,-6.01
PRJ-2022-328,Richmond High School - New Construction,15085000,2022-02-06,2023-04-20,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,438,Medium,15085000,8255000,3045800,4462900,876400,16640100,16,12,4,2762300,1236100,1526200.0,3.0,25.0,18.8,16321100,-1555100,-10.31
PRJ-2022-329,Pittsburgh Cloud Campus Phase 1 - Cooling,22622000,2022-03-11,2023-10-11,0.1,Net 30,JE Dunn,Gensler,ARUP,579,Large,22622000,10660800,4911200,5025500,1208500,21806000,11,9,2,3355500,2778000,577500.0,3.0,18.2,27.3,25400000,816000,3.61
PRJ-2022-330,Boston Mixed-Income Housing - Climate Control,3812000,2022-01-08,2022-10-15,0.1,Net 30,Mortenson,HOK,WSP,280,Small,3812000,1860600,814800,798300,219200,3692900,4,3,1,-14000,26200,-40200.0,,25.0,0.0,3838200,119100,3.12
PRJ-2022-331,Baltimore Regional Medical Center - HVAC Upgrade,41560000,2022-01-24,2023-04-23,0.1,Net 30,JE Dunn,HOK,ARUP,454,Large,41560000,19839000,7883400,9094400,2085200,38902000,11,10,1,5023300,4814000,209300.0,1.0,9.1,9.1,46374000,2658000,6.4
PRJ-2022-332,Louisville Mixed-Use Tower - Mechanical,11220000,2022-01-01,2023-09-07,0.1,Net 30,Turner Construction,Gensler,WSP,614,Medium,11220000,5829800,2530700,2448900,596600,11406000,10,7,3,1637700,1073200,564500.0,3.0,30.0,30.0,12293200,-186000,-1.66
PRJ-2022-333,Chicago High School - New Construction,13567000,2022-02-01,2023-10-09,0.1,Net 30,Mortenson,Gensler,Henderson Engineers,615,Medium,13567000,6283400,2774100,2907100,822900,12787500,8,6,2,1128100,895000,233100.0,3.0,25.0,37.5,14462000,779500,5.75
PRJ-2022-334,Raleigh Edge Data Center - Thermal Management,16918000,2022-01-15,2023-10-21,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,644,Medium,16918000,8053400,3319600,3814700,1048500,16236200,18,12,6,4583000,2617900,1965100.0,6.0,33.3,33.3,19535900,681800,4.03
PRJ-2022-335,Louisville Mixed-Income Housing - Climate Control,12951000,2022-03-26,2023-06-18,0.1,Net 30,Mortenson,Perkins&Will,ARUP,449,Medium,12951000,6456100,3027500,3193700,811700,13489000,7,5,2,1235400,668200,567200.0,2.0,28.6,28.6,13619200,-538000,-4.15
PRJ-2022-336,Cincinnati Medical Campus - New HVAC Installation,19661000,2022-03-27,2023-04-05,0.1,Net 30,JE Dunn,Gensler,AEI,374,Medium,19661000,10164100,4102600,4812700,1247600,20327000,11,9,2,1654400,2166600,-512200.0,2.0,18.2,18.2,21827600,-666000,-3.39
PRJ-2022-337,Oklahoma City Corporate Campus - HVAC Systems,24013000,2022-01-13,2023-06-28,0.1,Net 30,JE Dunn,Gensler,Syska Hennessy,531,Large,24013000,11374200,5007800,6230000,1448200,24060200,10,9,1,4077800,3835300,242500.0,2.0,10.0,20.0,27848300,-47200,-0.2
PRJ-2022-338,Salt Lake City Middle School - HVAC Systems,6503000,2022-03-15,2023-08-09,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,512,Medium,6503000,3392900,1397100,1743700,342300,6876000,10,9,1,1080700,1051100,29600.0,5.0,10.0,50.0,7554100,-373000,-5.74
PRJ-2022-339,Pittsburgh Colocation Facility - HVAC,19158000,2022-02-23,2024-05-26,0.1,Net 30,Skanska USA,HKS,Syska Hennessy,823,Medium,19158000,9667500,3908600,4910500,1205700,19692300,17,10,7,5241100,3603600,1637500.0,4.0,41.2,23.5,22761600,-534300,-2.79
PRJ-2022-340,San Antonio Senior Living - HVAC Upgrade,21923000,2022-01-17,2023-03-05,0.1,Net 30,JE Dunn,HOK,WSP,412,Large,21923000,10913700,3929500,5848500,1328100,22019800,7,6,1,2628700,2202100,426600.0,4.0,14.3,57.1,24125100,-96800,-0.44
PRJ-2022-341,Boston Medical Campus - New HVAC Installation,26652000,2022-03-03,2023-03-01,0.1,Net 30,DPR Construction,Perkins&Will,Syska Hennessy,363,Large,26652000,14291800,5752900,6281400,1762300,28088400,11,6,5,4134500,2780000,1354500.0,3.0,45.5,27.3,29432000,-1436400,-5.39
PRJ-2022-342,San Antonio Business Center - MEP Systems,25975000,2022-01-01,2023-01-08,0.1,Net 30,Skanska USA,HKS,Henderson Engineers,372,Large,25975000,12727000,4795900,5934200,1521000,24978100,6,4,2,1085600,1254400,-168800.0,3.0,33.3,50.0,27229400,996900,3.84
PRJ-2022-343,Boston Middle School - HVAC Systems,4342000,2022-03-23,2023-06-20,0.1,Net 30,Skanska USA,HKS,ARUP,454,Small,4342000,2151100,921300,1178900,300900,4552200,10,6,4,375300,328900,46400.0,2.0,40.0,20.0,4670900,-210200,-4.84
PRJ-2022-344,Las Vegas Cloud Campus Phase 1 - Cooling,14429000,2022-02-01,2023-01-30,0.1,Net 30,Mortenson,HOK,Syska Hennessy,363,Medium,14429000,7143900,3006600,3660600,863800,14674900,6,5,1,713100,568900,144200.0,1.0,16.7,16.7,14997900,-245900,-1.7
PRJ-2022-345,Indianapolis Apartment Complex - MEP,20889000,2022-02-14,2023-08-04,0.1,Net 30,Turner Construction,SmithGroup,Henderson Engineers,536,Large,20889000,10386300,4041500,4650100,1419400,20497300,19,15,4,5852400,4608000,1244400.0,4.0,21.1,21.1,25497000,391700,1.88
PRJ-2022-346,Columbus Hospital - Mechanical Systems Renovation,23652000,2022-03-01,2024-05-07,0.1,Net 30,Mortenson,HOK,ARUP,798,Large,23652000,11704500,5384300,4227100,1217900,22533800,20,13,7,5125300,3606100,1519200.0,3.0,35.0,15.0,27258100,1118200,4.73
PRJ-2022-347,Raleigh Corporate Campus - HVAC Systems,27076000,2022-02-26,2023-07-01,0.1,Net 30,Skanska USA,Perkins&Will,WSP,490,Large,27076000,13656800,5494200,7018100,1656600,27825700,8,4,4,3453300,1234000,2219300.0,1.0,50.0,12.5,28310000,-749700,-2.77
PRJ-2022-348,Nashville High School - New Construction,3189000,2022-01-26,2023-03-25,0.1,Net 30,Mortenson,HKS,WSP,423,Small,3189000,1601600,666100,801500,173700,3242900,6,4,2,189600,182900,6700.0,1.0,33.3,16.7,3371900,-53900,-1.69
PRJ-2022-349,Boston Data Center - Precision Cooling Systems,22985000,2022-03-30,2023-08-21,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,509,Large,22985000,10973700,4629400,5822100,1078000,22503200,9,8,1,2366500,1982400,384100.0,3.0,11.1,33.3,24967400,481800,2.1
PRJ-2022-350,San Antonio Senior Living - HVAC Upgrade,8036000,2022-01-16,2023-11-23,0.1,Net 30,Mortenson,HOK,Syska Hennessy,676,Medium,8036000,3619100,1410100,1809200,427100,7265500,15,8,7,1261400,657300,604100.0,1.0,46.7,6.7,8693300,770500,9.59
PRJ-2022-351,Atlanta Medical Campus - New HVAC Installation,26481000,2022-01-13,2022-12-08,0.1,Net 30,JE Dunn,HOK,Syska Hennessy,329,Large,26481000,12691200,4807100,6088200,1713100,25299600,9,7,2,2889600,2231600,658000.0,4.0,22.2,44.4,28712600,1181400,4.46
PRJ-2022-352,Kansas City Business Center - MEP Systems,17595000,2022-03-03,2023-12-24,0.1,Net 30,DPR Construction,HKS,AEI,661,Medium,17595000,8276700,3223800,4473400,926800,16900700,17,13,4,3447000,2259500,1187500.0,5.0,23.5,29.4,19854500,694300,3.95
PRJ-2022-353,Atlanta Elementary Campus - Climate Systems,6748000,2022-02-01,2023-06-06,0.1,Net 30,DPR Construction,SmithGroup,ARUP,490,Medium,6748000,3741500,1467500,1687900,358400,7255300,7,5,2,888700,633400,255300.0,3.0,28.6,42.9,7381400,-507300,-7.52
PRJ-2022-354,Las Vegas Colocation Facility - HVAC,11352000,2022-01-19,2023-02-07,0.1,Net 30,Skanska USA,Perkins&Will,AEI,384,Medium,11352000,5295600,2274000,2647200,660500,10877300,8,6,2,1323000,851000,472000.0,2.0,25.0,25.0,12203000,474700,4.18
PRJ-2022-355,Raleigh Apartment Complex - MEP,19636000,2022-03-20,2024-01-29,0.1,Net 30,Turner Construction,Perkins&Will,ARUP,680,Medium,19636000,9884900,3772900,4037200,1046900,18741900,17,13,4,3813000,3062700,750300.0,3.0,23.5,17.6,22698700,894100,4.55
PRJ-2022-356,Denver Surgery Center - Climate Control,30571000,2022-03-03,2023-12-11,0.1,Net 30,DPR Construction,HOK,AEI,648,Large,30571000,15752900,6008800,7715600,1778100,31255400,10,9,1,5552500,5320500,232000.0,4.0,10.0,40.0,35891500,-684400,-2.24
PRJ-2022-357,Chicago Corporate Campus - HVAC Systems,12804000,2022-03-05,2022-12-10,0.1,Net 30,Skanska USA,Gensler,Henderson Engineers,280,Medium,12804000,5753900,2168300,3510100,780100,12212400,8,4,4,862500,393400,469100.0,5.0,50.0,62.5,13197400,591600,4.62
PRJ-2022-358,Denver High School - New Construction,6596000,2022-01-12,2023-08-22,0.1,Net 30,Mortenson,Gensler,Henderson Engineers,587,Medium,6596000,3301600,1376800,1553900,399100,6631400,8,7,1,524500,471800,52700.0,2.0,12.5,25.0,7067800,-35400,-0.54
PRJ-2022-359,Kansas City Cloud Campus Phase 1 - Cooling,8202000,2022-02-07,2022-09-10,0.1,Net 30,JE Dunn,HOK,WSP,215,Medium,8202000,3973000,1609900,1872300,437200,7892400,6,4,2,854000,632800,221200.0,2.0,33.3,33.3,8834800,309600,3.77
PRJ-2022-360,Denver Senior Living - HVAC Upgrade,8177000,2022-03-07,2023-10-04,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,576,Medium,8177000,4169800,1703600,1977900,426700,8278000,10,8,2,1112600,932400,180200.0,,20.0,0.0,9109400,-101000,-1.24
PRJ-2022-361,Salt Lake City Hospital - Mechanical Systems Renovation,12912000,2022-01-20,2023-08-20,0.1,Net 30,Turner Construction,HOK,WSP,577,Medium,12912000,6110800,2694200,2911500,680700,12397200,7,6,1,1440400,1218800,221600.0,1.0,14.3,14.3,14130800,514800,3.99
PRJ-2022-362,Houston Business Center - MEP Systems,25395000,2022-03-23,2023-05-19,0.1,Net 30,Turner Construction,HKS,WSP,422,Large,25395000,12238800,5227000,5926500,1408500,24800800,12,7,5,2826100,1908500,917600.0,3.0,41.7,25.0,27303500,594200,2.34
PRJ-2022-363,Salt Lake City Middle School - HVAC Systems,5770000,2022-03-03,2023-02-16,0.1,Net 30,Turner Construction,SmithGroup,ARUP,350,Medium,5770000,2808700,1224700,1404700,344200,5782300,7,5,2,538800,303300,235500.0,,28.6,0.0,6073300,-12300,-0.21
PRJ-2022-364,Baltimore Edge Data Center - Thermal Management,17834000,2022-03-17,2023-05-19,0.1,Net 30,Skanska USA,HKS,AEI,428,Medium,17834000,9162100,3967800,4589700,1039200,18758800,9,4,5,1988900,672900,1316000.0,1.0,55.6,11.1,18506900,-924800,-5.19
PRJ-2022-365,Richmond Apartment Complex - MEP,20406000,2022-01-01,2023-04-08,0.1,Net 30,Skanska USA,Perkins&Will,Syska Hennessy,462,Large,20406000,10175700,4065500,5499900,1272700,21013800,8,7,1,1635800,1569300,66500.0,3.0,12.5,37.5,21975300,-607800,-2.98
PRJ-2022-366,Columbus Hospital - Mechanical Systems Renovation,8337000,2022-03-22,2024-05-12,0.1,Net 30,JE Dunn,Perkins&Will,Henderson Engineers,782,Medium,8337000,4012300,1633000,1885900,479000,8010200,12,10,2,1297100,946600,350500.0,5.0,16.7,41.7,9283600,326800,3.92
PRJ-2022-367,Houston Office Park - Core & Shell MEP,6499000,2022-02-22,2023-10-11,0.1,Net 30,JE Dunn,HOK,Henderson Engineers,596,Medium,6499000,3191200,1281400,1502100,388100,6362800,14,10,4,1116500,882700,233800.0,1.0,28.6,7.1,7381700,136200,2.1
PRJ-2022-368,Tampa Elementary Campus - Climate Systems,12855000,2022-02-23,2023-08-25,0.1,Net 30,Skanska USA,HOK,ARUP,548,Medium,12855000,5824800,2437100,2928800,609400,11800100,12,12,0,1183800,1183800,,2.0,0.0,16.7,14038800,1054900,8.21
