project_id,sov_line_id,line_number,description,application_number,scheduled_value,previous_billed,this_period,total_billed,pct_complete,pct_manually_adjusted,balance_to_finish
PRJ-2022-376,PRJ-2022-376-SOV-06,6,Piping - Refrigerant,25,1572700,1549600,19400,1569000,99.8,True,3700
PRJ-2022-376,PRJ-2022-376-SOV-07,7,Equipment - RTUs/AHUs,25,5311200,5233500,68500,5302000,99.8,True,9200
PRJ-2022-376,PRJ-2022-376-SOV-08,8,Equipment - Chillers/Boilers,25,3752200,3694900,50200,3745100,99.8,True,7100
PRJ-2022-376,PRJ-2022-376-SOV-09,9,Equipment - Terminal Units (VAV/FCU),25,2553300,2516600,35300,2551900,99.9,True,1400
PRJ-2022-376,PRJ-2022-376-SOV-10,10,Controls - DDC/BAS Installation,25,2511000,2411500,37500,2449000,97.5,True,62000
PRJ-2022-376,PRJ-2022-376-SOV-11,11,Controls - Programming & Commissioning,25,1513600,1454200,22000,1476200,97.5,True,37400
PRJ-2022-376,PRJ-2022-376-SOV-12,12,Insulation,25,2042200,1962300,31000,1993300,97.6,False,48900
PRJ-2022-376,PRJ-2022-376-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",25,1467500,1407900,26800,1434700,97.8,True,32800
PRJ-2022-376,PRJ-2022-376-SOV-14,14,Startup & Commissioning Support,25,923500,885900,18100,904000,97.9,True,19500
PRJ-2022-376,PRJ-2022-376-SOV-15,15,Closeout Documentation & Training,25,521100,500100,9900,510000,97.9,True,11100
PRJ-2022-377,PRJ-2022-377-SOV-01,1,General Conditions & Project Management,10,582100,581700,400,582100,100.0,False,0
PRJ-2022-377,PRJ-2022-377-SOV-02,2,Submittals & Engineering,10,301600,301300,300,301600,100.0,False,0
PRJ-2022-377,PRJ-2022-377-SOV-03,3,Ductwork - Fabrication,12,788100,763800,22300,786100,99.7,True,2000
PRJ-2022-377,PRJ-2022-377-SOV-04,4,Ductwork - Installation,12,1147200,1111900,34600,1146500,99.9,True,700
PRJ-2022-377,PRJ-2022-377-SOV-05,5,Piping - Hydronic Systems,12,873100,846400,23200,869600,99.6,False,3500
PRJ-2022-377,PRJ-2022-377-SOV-06,6,Piping - Refrigerant,12,367800,356300,11100,367400,99.9,False,400
PRJ-2022-377,PRJ-2022-377-SOV-07,7,Equipment - RTUs/AHUs,12,1308900,1266800,35400,1302200,99.5,True,6700
PRJ-2022-377,PRJ-2022-377-SOV-08,8,Equipment - Chillers/Boilers,12,668900,648200,17700,665900,99.6,True,3000
PRJ-2022-377,PRJ-2022-377-SOV-09,9,Equipment - Terminal Units (VAV/FCU),12,826700,801100,21900,823000,99.6,True,3700
PRJ-2022-377,PRJ-2022-377-SOV-10,10,Controls - DDC/BAS Installation,12,630500,594100,21300,615400,97.6,False,15100
PRJ-2022-377,PRJ-2022-377-SOV-11,11,Controls - Programming & Commissioning,12,326700,307500,11600,319100,97.7,True,7600
PRJ-2022-377,PRJ-2022-377-SOV-12,12,Insulation,12,431000,405600,15100,420700,97.6,True,10300
PRJ-2022-377,PRJ-2022-377-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",12,263300,246400,11100,257500,97.8,False,5800
PRJ-2022-377,PRJ-2022-377-SOV-14,14,Startup & Commissioning Support,12,184400,172800,7300,180100,97.7,True,4300
PRJ-2022-377,PRJ-2022-377-SOV-15,15,Closeout Documentation & Training,12,163700,153200,6800,160000,97.7,True,3700
PRJ-2022-378,PRJ-2022-378-SOV-01,1,General Conditions & Project Management,7,807200,806700,500,807200,100.0,False,0
PRJ-2022-378,PRJ-2022-378-SOV-02,2,Submittals & Engineering,7,188400,188300,100,188400,100.0,False,0
PRJ-2022-378,PRJ-2022-378-SOV-03,3,Ductwork - Fabrication,7,1077200,1050500,24800,1075300,99.8,True,1900
PRJ-2022-378,PRJ-2022-378-SOV-04,4,Ductwork - Installation,7,939800,912100,25000,937100,99.7,True,2700
PRJ-2022-378,PRJ-2022-378-SOV-05,5,Piping - Hydronic Systems,7,736300,709800,26100,735900,99.9,True,400
PRJ-2022-378,PRJ-2022-378-SOV-06,6,Piping - Refrigerant,7,368000,355100,11300,366400,99.6,True,1600
PRJ-2022-378,PRJ-2022-378-SOV-07,7,Equipment - RTUs/AHUs,7,1390000,1347800,41200,1389000,99.9,True,1000
PRJ-2022-378,PRJ-2022-378-SOV-08,8,Equipment - Chillers/Boilers,7,872700,838700,30200,868900,99.6,True,3800
PRJ-2022-378,PRJ-2022-378-SOV-09,9,Equipment - Terminal Units (VAV/FCU),7,661000,638900,20400,659300,99.7,True,1700
PRJ-2022-378,PRJ-2022-378-SOV-10,10,Controls - DDC/BAS Installation,7,746500,713800,14500,728300,97.6,True,18200
PRJ-2022-378,PRJ-2022-378-SOV-11,11,Controls - Programming & Commissioning,7,350700,335800,6500,342300,97.6,False,8400
PRJ-2022-378,PRJ-2022-378-SOV-12,12,Insulation,7,387000,369300,8100,377400,97.5,True,9600
PRJ-2022-378,PRJ-2022-378-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",7,339000,323200,8300,331500,97.8,True,7500
PRJ-2022-378,PRJ-2022-378-SOV-14,14,Startup & Commissioning Support,7,224300,205700,12300,218000,97.2,False,6300
PRJ-2022-378,PRJ-2022-378-SOV-15,15,Closeout Documentation & Training,7,106900,100900,3500,104400,97.7,True,2500
PRJ-2022-379,PRJ-2022-379-SOV-01,1,General Conditions & Project Management,13,816000,815900,100,816000,100.0,False,0
PRJ-2022-379,PRJ-2022-379-SOV-02,2,Submittals & Engineering,13,258300,258200,100,258300,100.0,False,0
PRJ-2022-379,PRJ-2022-379-SOV-03,3,Ductwork - Fabrication,16,1169200,1139400,27400,1166800,99.8,False,2400
PRJ-2022-379,PRJ-2022-379-SOV-04,4,Ductwork - Installation,16,1297000,1264800,28700,1293500,99.7,True,3500
PRJ-2022-379,PRJ-2022-379-SOV-05,5,Piping - Hydronic Systems,16,1003800,978400,22900,1001300,99.8,True,2500
PRJ-2022-379,PRJ-2022-379-SOV-06,6,Piping - Refrigerant,16,461600,450400,9800,460200,99.7,False,1400
PRJ-2022-379,PRJ-2022-379-SOV-07,7,Equipment - RTUs/AHUs,16,1678200,1639000,34300,1673300,99.7,False,4900
PRJ-2022-379,PRJ-2022-379-SOV-08,8,Equipment - Chillers/Boilers,16,1037500,1012500,23300,1035800,99.8,True,1700
PRJ-2022-379,PRJ-2022-379-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,1109000,1080600,24700,1105300,99.7,True,3700
PRJ-2022-379,PRJ-2022-379-SOV-10,10,Controls - DDC/BAS Installation,16,1080500,1027000,27400,1054400,97.6,True,26100
PRJ-2022-379,PRJ-2022-379-SOV-11,11,Controls - Programming & Commissioning,16,456900,433800,11600,445400,97.5,True,11500
PRJ-2022-379,PRJ-2022-379-SOV-12,12,Insulation,16,667100,634100,17400,651500,97.7,True,15600
PRJ-2022-379,PRJ-2022-379-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,365200,345200,12100,357300,97.8,True,7900
PRJ-2022-379,PRJ-2022-379-SOV-14,14,Startup & Commissioning Support,16,281700,266600,8300,274900,97.6,True,6800
PRJ-2022-379,PRJ-2022-379-SOV-15,15,Closeout Documentation & Training,16,134000,126500,4200,130700,97.5,True,3300
PRJ-2022-380,PRJ-2022-380-SOV-01,1,General Conditions & Project Management,14,1322000,1321400,600,1322000,100.0,False,0
PRJ-2022-380,PRJ-2022-380-SOV-02,2,Submittals & Engineering,15,368600,368400,200,368600,100.0,False,0
PRJ-2022-380,PRJ-2022-380-SOV-03,3,Ductwork - Fabrication,20,1876200,1860900,12900,1873800,99.9,True,2400
PRJ-2022-380,PRJ-2022-380-SOV-04,4,Ductwork - Installation,20,1751600,1732700,17700,1750400,99.9,True,1200
PRJ-2022-380,PRJ-2022-380-SOV-05,5,Piping - Hydronic Systems,20,1933000,1905600,23600,1929200,99.8,False,3800
PRJ-2022-380,PRJ-2022-380-SOV-06,6,Piping - Refrigerant,20,1082600,1068800,12800,1081600,99.9,False,1000
PRJ-2022-380,PRJ-2022-380-SOV-07,7,Equipment - RTUs/AHUs,20,2515200,2488300,24100,2512400,99.9,True,2800
PRJ-2022-380,PRJ-2022-380-SOV-08,8,Equipment - Chillers/Boilers,20,1400800,1377900,19100,1397000,99.7,True,3800
PRJ-2022-380,PRJ-2022-380-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,1346600,1335800,9000,1344800,99.9,True,1800
PRJ-2022-380,PRJ-2022-380-SOV-10,10,Controls - DDC/BAS Installation,20,1048500,1010800,11700,1022500,97.5,True,26000
PRJ-2022-380,PRJ-2022-380-SOV-11,11,Controls - Programming & Commissioning,20,777500,747800,10100,757900,97.5,True,19600
PRJ-2022-380,PRJ-2022-380-SOV-12,12,Insulation,20,1021000,980300,14700,995000,97.5,True,26000
PRJ-2022-380,PRJ-2022-380-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,489700,474500,4800,479300,97.9,True,10400
PRJ-2022-380,PRJ-2022-380-SOV-14,14,Startup & Commissioning Support,20,507700,489400,7000,496400,97.8,True,11300
PRJ-2022-380,PRJ-2022-380-SOV-15,15,Closeout Documentation & Training,20,269000,258500,4800,263300,97.9,True,5700
PRJ-2023-381,PRJ-2023-381-SOV-01,1,General Conditions & Project Management,13,3468100,3467900,200,3468100,100.0,False,0
PRJ-2023-381,PRJ-2023-381-SOV-02,2,Submittals & Engineering,13,1400800,1400500,300,1400800,100.0,False,0
PRJ-2023-381,PRJ-2023-381-SOV-03,3,Ductwork - Fabrication,16,4048000,3945300,90300,4035600,99.7,False,12400
PRJ-2023-381,PRJ-2023-381-SOV-04,4,Ductwork - Installation,16,5337300,5212000,110900,5322900,99.7,True,14400
PRJ-2023-381,PRJ-2023-381-SOV-05,5,Piping - Hydronic Systems,16,4375600,4275400,97500,4372900,99.9,True,2700
PRJ-2023-381,PRJ-2023-381-SOV-06,6,Piping - Refrigerant,16,1676200,1637600,36500,1674100,99.9,True,2100
PRJ-2023-381,PRJ-2023-381-SOV-07,7,Equipment - RTUs/AHUs,16,4885400,4766700,109000,4875700,99.8,False,9700
PRJ-2023-381,PRJ-2023-381-SOV-08,8,Equipment - Chillers/Boilers,16,3394200,3310000,70900,3380900,99.6,False,13300
PRJ-2023-381,PRJ-2023-381-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,3015900,2945300,61200,3006500,99.7,True,9400
PRJ-2023-381,PRJ-2023-381-SOV-10,10,Controls - DDC/BAS Installation,16,3035700,2881000,72400,2953400,97.3,True,82300
PRJ-2023-381,PRJ-2023-381-SOV-11,11,Controls - Programming & Commissioning,16,1372500,1304100,33000,1337100,97.4,True,35400
PRJ-2023-381,PRJ-2023-381-SOV-12,12,Insulation,16,2131500,2020400,60200,2080600,97.6,True,50900
PRJ-2023-381,PRJ-2023-381-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,1405300,1326800,44300,1371100,97.6,True,34200
PRJ-2023-381,PRJ-2023-381-SOV-14,14,Startup & Commissioning Support,16,896800,849800,28400,878200,97.9,True,18600
PRJ-2023-381,PRJ-2023-381-SOV-15,15,Closeout Documentation & Training,16,742700,704100,20800,724900,97.6,False,17800
PRJ-2023-382,PRJ-2023-382-SOV-01,1,General Conditions & Project Management,12,593300,592400,900,593300,100.0,False,0
PRJ-2023-382,PRJ-2023-382-SOV-02,2,Submittals & Engineering,13,315400,314900,500,315400,100.0,False,0
PRJ-2023-382,PRJ-2023-382-SOV-03,3,Ductwork - Fabrication,17,808600,790600,16900,807500,99.9,True,1100
PRJ-2023-382,PRJ-2023-382-SOV-04,4,Ductwork - Installation,17,1222700,1193800,28000,1221800,99.9,True,900
PRJ-2023-382,PRJ-2023-382-SOV-05,5,Piping - Hydronic Systems,17,986500,965100,19600,984700,99.8,True,1800
PRJ-2023-382,PRJ-2023-382-SOV-06,6,Piping - Refrigerant,17,653600,639200,13800,653000,99.9,False,600
PRJ-2023-382,PRJ-2023-382-SOV-07,7,Equipment - RTUs/AHUs,17,1516800,1480300,33100,1513400,99.8,True,3400
PRJ-2023-382,PRJ-2023-382-SOV-08,8,Equipment - Chillers/Boilers,17,941800,921800,19200,941000,99.9,True,800
PRJ-2023-382,PRJ-2023-382-SOV-09,9,Equipment - Terminal Units (VAV/FCU),17,706000,690600,14000,704600,99.8,False,1400
PRJ-2023-382,PRJ-2023-382-SOV-10,10,Controls - DDC/BAS Installation,17,800600,762300,17800,780100,97.4,True,20500
PRJ-2023-382,PRJ-2023-382-SOV-11,11,Controls - Programming & Commissioning,17,325000,309400,8000,317400,97.7,True,7600
PRJ-2023-382,PRJ-2023-382-SOV-12,12,Insulation,17,505800,481300,11100,492400,97.4,True,13400
PRJ-2023-382,PRJ-2023-382-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",17,356000,337200,11000,348200,97.8,False,7800
PRJ-2023-382,PRJ-2023-382-SOV-14,14,Startup & Commissioning Support,17,232000,220100,7100,227200,97.9,True,4800
PRJ-2023-382,PRJ-2023-382-SOV-15,15,Closeout Documentation & Training,17,116900,111000,3000,114000,97.5,True,2900
PRJ-2023-383,PRJ-2023-383-SOV-01,1,General Conditions & Project Management,15,251800,251500,300,251800,100.0,False,0
PRJ-2023-383,PRJ-2023-383-SOV-02,2,Submittals & Engineering,15,58900,58800,100,58900,100.0,False,0
PRJ-2023-383,PRJ-2023-383-SOV-03,3,Ductwork - Fabrication,21,304200,298900,4500,303400,99.7,True,800
PRJ-2023-383,PRJ-2023-383-SOV-04,4,Ductwork - Installation,21,398100,390600,6400,397000,99.7,True,1100
PRJ-2023-383,PRJ-2023-383-SOV-05,5,Piping - Hydronic Systems,21,312200,306600,5100,311700,99.8,True,500
PRJ-2023-383,PRJ-2023-383-SOV-06,6,Piping - Refrigerant,21,170900,167700,2800,170500,99.8,True,400
PRJ-2023-383,PRJ-2023-383-SOV-07,7,Equipment - RTUs/AHUs,21,383300,376500,6100,382600,99.8,True,700
PRJ-2023-383,PRJ-2023-383-SOV-08,8,Equipment - Chillers/Boilers,21,380900,374100,5800,379900,99.7,True,1000
PRJ-2023-383,PRJ-2023-383-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,196600,193300,3100,196400,99.9,False,200
PRJ-2023-383,PRJ-2023-383-SOV-10,10,Controls - DDC/BAS Installation,21,285800,273800,5300,279100,97.7,True,6700
PRJ-2023-383,PRJ-2023-383-SOV-11,11,Controls - Programming & Commissioning,21,111700,107000,1900,108900,97.5,False,2800
PRJ-2023-383,PRJ-2023-383-SOV-12,12,Insulation,21,153300,146500,3000,149500,97.5,True,3800
PRJ-2023-383,PRJ-2023-383-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,99600,95200,2100,97300,97.7,False,2300
PRJ-2023-383,PRJ-2023-383-SOV-14,14,Startup & Commissioning Support,21,81700,77900,1900,79800,97.7,True,1900
PRJ-2023-383,PRJ-2023-383-SOV-15,15,Closeout Documentation & Training,21,33000,31500,700,32200,97.6,True,800
PRJ-2023-384,PRJ-2023-384-SOV-01,1,General Conditions & Project Management,13,1093900,1093800,100,1093900,100.0,False,0
PRJ-2023-384,PRJ-2023-384-SOV-02,2,Submittals & Engineering,12,408600,408500,100,408600,100.0,False,0
PRJ-2023-384,PRJ-2023-384-SOV-03,3,Ductwork - Fabrication,15,1769200,1721100,45000,1766100,99.8,True,3100
PRJ-2023-384,PRJ-2023-384-SOV-04,4,Ductwork - Installation,15,2004800,1956300,46600,2002900,99.9,False,1900
PRJ-2023-384,PRJ-2023-384-SOV-05,5,Piping - Hydronic Systems,15,1491800,1452600,38000,1490600,99.9,True,1200
PRJ-2023-384,PRJ-2023-384-SOV-06,6,Piping - Refrigerant,15,1067300,1038400,26400,1064800,99.8,True,2500
PRJ-2023-384,PRJ-2023-384-SOV-07,7,Equipment - RTUs/AHUs,15,1947900,1897900,42400,1940300,99.6,False,7600
PRJ-2023-384,PRJ-2023-384-SOV-08,8,Equipment - Chillers/Boilers,15,1833100,1783200,42100,1825300,99.6,True,7800
PRJ-2023-384,PRJ-2023-384-SOV-09,9,Equipment - Terminal Units (VAV/FCU),15,923600,901100,20300,921400,99.8,True,2200
PRJ-2023-384,PRJ-2023-384-SOV-10,10,Controls - DDC/BAS Installation,15,1517800,1441100,36900,1478000,97.4,True,39800
PRJ-2023-384,PRJ-2023-384-SOV-11,11,Controls - Programming & Commissioning,15,580400,550900,14500,565400,97.4,True,15000
PRJ-2023-384,PRJ-2023-384-SOV-12,12,Insulation,15,826700,784800,21100,805900,97.5,True,20800
PRJ-2023-384,PRJ-2023-384-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",15,531200,500900,17700,518600,97.6,True,12600
PRJ-2023-384,PRJ-2023-384-SOV-14,14,Startup & Commissioning Support,15,419800,396000,14200,410200,97.7,True,9600
PRJ-2023-384,PRJ-2023-384-SOV-15,15,Closeout Documentation & Training,15,237900,224900,8000,232900,97.9,False,5000
PRJ-2023-385,PRJ-2023-385-SOV-01,1,General Conditions & Project Management,16,732900,732800,100,732900,100.0,False,0
PRJ-2023-385,PRJ-2023-385-SOV-02,2,Submittals & Engineering,15,436000,435600,400,436000,100.0,False,0
PRJ-2023-385,PRJ-2023-385-SOV-03,3,Ductwork - Fabrication,21,1269900,1246100,23000,1269100,99.9,True,800
PRJ-2023-385,PRJ-2023-385-SOV-04,4,Ductwork - Installation,21,1331300,1307100,23000,1330100,99.9,False,1200
PRJ-2023-385,PRJ-2023-385-SOV-05,5,Piping - Hydronic Systems,21,1121900,1100300,18400,1118700,99.7,True,3200
PRJ-2023-385,PRJ-2023-385-SOV-06,6,Piping - Refrigerant,21,798000,784000,12500,796500,99.8,True,1500
PRJ-2023-385,PRJ-2023-385-SOV-07,7,Equipment - RTUs/AHUs,21,1487600,1458500,26900,1485400,99.9,True,2200
PRJ-2023-385,PRJ-2023-385-SOV-08,8,Equipment - Chillers/Boilers,21,1011100,991600,18900,1010500,99.9,True,600
PRJ-2023-385,PRJ-2023-385-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,739100,725200,11500,736700,99.7,True,2400
PRJ-2023-385,PRJ-2023-385-SOV-10,10,Controls - DDC/BAS Installation,21,714700,683000,13500,696500,97.5,True,18200
PRJ-2023-385,PRJ-2023-385-SOV-11,11,Controls - Programming & Commissioning,21,400000,382900,6700,389600,97.4,False,10400
PRJ-2023-385,PRJ-2023-385-SOV-12,12,Insulation,21,640900,612000,13700,625700,97.6,True,15200
PRJ-2023-385,PRJ-2023-385-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,244700,233500,5800,239300,97.8,False,5400
PRJ-2023-385,PRJ-2023-385-SOV-14,14,Startup & Commissioning Support,21,325500,310600,7000,317600,97.6,True,7900
PRJ-2023-385,PRJ-2023-385-SOV-15,15,Closeout Documentation & Training,21,144400,137700,3600,141300,97.9,True,3100
PRJ-2023-386,PRJ-2023-386-SOV-01,1,General Conditions & Project Management,11,1171700,1171200,500,1171700,100.0,False,0
PRJ-2023-386,PRJ-2023-386-SOV-02,2,Submittals & Engineering,11,504200,504000,200,504200,100.0,False,0
PRJ-2023-386,PRJ-2023-386-SOV-03,3,Ductwork - Fabrication,13,1356700,1324100,29900,1354000,99.8,False,2700
PRJ-2023-386,PRJ-2023-386-SOV-04,4,Ductwork - Installation,13,1565700,1531700,28500,1560200,99.6,True,5500
PRJ-2023-386,PRJ-2023-386-SOV-05,5,Piping - Hydronic Systems,13,1303300,1266600,34700,1301300,99.8,True,2000
PRJ-2023-386,PRJ-2023-386-SOV-06,6,Piping - Refrigerant,13,804800,783100,19000,802100,99.7,True,2700
PRJ-2023-386,PRJ-2023-386-SOV-07,7,Equipment - RTUs/AHUs,13,2347300,2307300,36400,2343700,99.8,True,3600
PRJ-2023-386,PRJ-2023-386-SOV-08,8,Equipment - Chillers/Boilers,13,1157600,1132900,23700,1156600,99.9,True,1000
PRJ-2023-386,PRJ-2023-386-SOV-09,9,Equipment - Terminal Units (VAV/FCU),13,1313900,1277100,32000,1309100,99.6,True,4800
PRJ-2023-386,PRJ-2023-386-SOV-10,10,Controls - DDC/BAS Installation,13,813400,777400,16300,793700,97.6,True,19700
PRJ-2023-386,PRJ-2023-386-SOV-11,11,Controls - Programming & Commissioning,13,648400,615700,15400,631100,97.3,True,17300
PRJ-2023-386,PRJ-2023-386-SOV-12,12,Insulation,13,715800,681200,15600,696800,97.3,True,19000
PRJ-2023-386,PRJ-2023-386-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",13,471500,448700,12800,461500,97.9,True,10000
PRJ-2023-386,PRJ-2023-386-SOV-14,14,Startup & Commissioning Support,13,394900,372400,13400,385800,97.7,False,9100
PRJ-2023-386,PRJ-2023-386-SOV-15,15,Closeout Documentation & Training,13,144800,137300,4100,141400,97.7,True,3400
PRJ-2023-387,PRJ-2023-387-SOV-01,1,General Conditions & Project Management,13,444600,444500,100,444600,100.0,False,0
PRJ-2023-387,PRJ-2023-387-SOV-02,2,Submittals & Engineering,12,249100,248500,600,249100,100.0,False,0
PRJ-2023-387,PRJ-2023-387-SOV-03,3,Ductwork - Fabrication,16,734300,717500,14900,732400,99.7,True,1900
PRJ-2023-387,PRJ-2023-387-SOV-04,4,Ductwork - Installation,16,913900,890400,20300,910700,99.6,True,3200
PRJ-2023-387,PRJ-2023-387-SOV-05,5,Piping - Hydronic Systems,16,543500,531200,10400,541600,99.7,True,1900
PRJ-2023-387,PRJ-2023-387-SOV-06,6,Piping - Refrigerant,16,281900,274800,6800,281600,99.9,False,300
PRJ-2023-387,PRJ-2023-387-SOV-07,7,Equipment - RTUs/AHUs,16,876700,855300,20800,876100,99.9,True,600
PRJ-2023-387,PRJ-2023-387-SOV-08,8,Equipment - Chillers/Boilers,16,695700,680000,14500,694500,99.8,True,1200
PRJ-2023-387,PRJ-2023-387-SOV-09,9,Equipment - Terminal Units (VAV/FCU),16,599700,584900,12900,597800,99.7,True,1900
PRJ-2023-387,PRJ-2023-387-SOV-10,10,Controls - DDC/BAS Installation,16,433400,411700,10600,422300,97.4,True,11100
PRJ-2023-387,PRJ-2023-387-SOV-11,11,Controls - Programming & Commissioning,16,224700,213700,5500,219200,97.6,True,5500
PRJ-2023-387,PRJ-2023-387-SOV-12,12,Insulation,16,357400,340000,8800,348800,97.6,False,8600
PRJ-2023-387,PRJ-2023-387-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",16,230000,218100,6600,224700,97.7,False,5300
PRJ-2023-387,PRJ-2023-387-SOV-14,14,Startup & Commissioning Support,16,149100,141000,4500,145500,97.6,True,3600
PRJ-2023-387,PRJ-2023-387-SOV-15,15,Closeout Documentation & Training,16,93000,87800,3000,90800,97.6,True,2200
PRJ-2023-388,PRJ-2023-388-SOV-01,1,General Conditions & Project Management,18,699600,699400,200,699600,100.0,False,0
PRJ-2023-388,PRJ-2023-388-SOV-02,2,Submittals & Engineering,18,287600,287500,100,287600,100.0,False,0
PRJ-2023-388,PRJ-2023-388-SOV-03,3,Ductwork - Fabrication,24,1120100,1102800,15700,1118500,99.9,True,1600
PRJ-2023-388,PRJ-2023-388-SOV-04,4,Ductwork - Installation,24,1071300,1054200,14400,1068600,99.7,True,2700
PRJ-2023-388,PRJ-2023-388-SOV-05,5,Piping - Hydronic Systems,24,893000,878500,12300,890800,99.8,True,2200
PRJ-2023-388,PRJ-2023-388-SOV-06,6,Piping - Refrigerant,24,438500,431500,6400,437900,99.9,True,600
PRJ-2023-388,PRJ-2023-388-SOV-07,7,Equipment - RTUs/AHUs,24,1769100,1742400,22700,1765100,99.8,True,4000
PRJ-2023-388,PRJ-2023-388-SOV-08,8,Equipment - Chillers/Boilers,24,1429500,1406800,21700,1428500,99.9,True,1000
PRJ-2023-388,PRJ-2023-388-SOV-09,9,Equipment - Terminal Units (VAV/FCU),24,981300,965700,14800,980500,99.9,True,800
PRJ-2023-388,PRJ-2023-388-SOV-10,10,Controls - DDC/BAS Installation,24,944000,906300,15000,921300,97.6,False,22700
PRJ-2023-388,PRJ-2023-388-SOV-11,11,Controls - Programming & Commissioning,24,513900,493400,7500,500900,97.5,True,13000
PRJ-2023-388,PRJ-2023-388-SOV-12,12,Insulation,24,590600,566900,9600,576500,97.6,True,14100
PRJ-2023-388,PRJ-2023-388-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",24,366900,350900,8200,359100,97.9,True,7800
PRJ-2023-388,PRJ-2023-388-SOV-14,14,Startup & Commissioning Support,24,305300,292700,6100,298800,97.9,True,6500
PRJ-2023-388,PRJ-2023-388-SOV-15,15,Closeout Documentation & Training,24,129300,123700,2800,126500,97.8,True,2800
PRJ-2023-389,PRJ-2023-389-SOV-01,1,General Conditions & Project Management,7,1276800,1276700,100,1276800,100.0,False,0
PRJ-2023-389,PRJ-2023-389-SOV-02,2,Submittals & Engineering,7,620600,618700,1900,620600,100.0,False,0
PRJ-2023-389,PRJ-2023-389-SOV-03,3,Ductwork - Fabrication,7,1701000,1660900,38000,1698900,99.9,True,2100
PRJ-2023-389,PRJ-2023-389-SOV-04,4,Ductwork - Installation,7,1667700,1613500,51600,1665100,99.8,True,2600
PRJ-2023-389,PRJ-2023-389-SOV-05,5,Piping - Hydronic Systems,7,1814800,1784200,29300,1813500,99.9,True,1300
PRJ-2023-389,PRJ-2023-389-SOV-06,6,Piping - Refrigerant,7,840000,823200,16300,839500,99.9,True,500
PRJ-2023-389,PRJ-2023-389-SOV-07,7,Equipment - RTUs/AHUs,7,2070900,2034100,33300,2067400,99.8,True,3500
PRJ-2023-389,PRJ-2023-389-SOV-08,8,Equipment - Chillers/Boilers,7,1447900,1404200,37000,1441200,99.5,True,6700
PRJ-2023-389,PRJ-2023-389-SOV-09,9,Equipment - Terminal Units (VAV/FCU),7,1116000,1081900,31800,1113700,99.8,False,2300
PRJ-2023-389,PRJ-2023-389-SOV-10,10,Controls - DDC/BAS Installation,7,1489400,1418800,33800,1452600,97.5,True,36800
PRJ-2023-389,PRJ-2023-389-SOV-11,11,Controls - Programming & Commissioning,7,543400,518700,10900,529600,97.5,True,13800
PRJ-2023-389,PRJ-2023-389-SOV-12,12,Insulation,7,785900,729500,37300,766800,97.6,True,19100
PRJ-2023-389,PRJ-2023-389-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",7,463700,437200,15500,452700,97.6,True,11000
PRJ-2023-389,PRJ-2023-389-SOV-14,14,Startup & Commissioning Support,7,348300,329400,10100,339500,97.5,True,8800
PRJ-2023-389,PRJ-2023-389-SOV-15,15,Closeout Documentation & Training,7,271600,256900,8000,264900,97.5,True,6700
PRJ-2023-390,PRJ-2023-390-SOV-01,1,General Conditions & Project Management,16,772600,772500,100,772600,100.0,False,0
PRJ-2023-390,PRJ-2023-390-SOV-02,2,Submittals & Engineering,15,297700,297200,500,297700,100.0,False,0
PRJ-2023-390,PRJ-2023-390-SOV-03,3,Ductwork - Fabrication,21,798200,784600,13000,797600,99.9,True,600
PRJ-2023-390,PRJ-2023-390-SOV-04,4,Ductwork - Installation,21,1141900,1121000,18700,1139700,99.8,False,2200
PRJ-2023-390,PRJ-2023-390-SOV-05,5,Piping - Hydronic Systems,21,842100,827700,12000,839700,99.7,True,2400
PRJ-2023-390,PRJ-2023-390-SOV-06,6,Piping - Refrigerant,21,421700,414000,7500,421500,100.0,True,200
PRJ-2023-390,PRJ-2023-390-SOV-07,7,Equipment - RTUs/AHUs,21,1503700,1475400,24500,1499900,99.7,True,3800
PRJ-2023-390,PRJ-2023-390-SOV-08,8,Equipment - Chillers/Boilers,21,1084200,1063600,17700,1081300,99.7,True,2900
PRJ-2023-390,PRJ-2023-390-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,660300,648900,10700,659600,99.9,False,700
